UDI,Product ID,Nombre_Producto,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
8415,L55594,Producto 6069,Bajo,"298,6","309,8",1842,"20,1",142,0,No Failure
8416,M23275,Producto 9523,Medio,"298,7","309,9",1434,53,144,0,No Failure
8417,M23276,Producto 9524,Medio,"298,8","310,1",1585,"31,3",147,0,No Failure
8418,H37831,Producto 831,Alto,"298,8","310,1",1704,"30,7",150,0,No Failure
8419,L55598,Producto 6070,Bajo,"298,9","310,2",1971,"23,2",155,0,No Failure
8420,L55599,Producto 6071,Bajo,299,"310,3",1431,"39,9",157,0,No Failure
8421,L55600,Producto 6072,Bajo,"298,9","310,4",1546,"37,7",159,0,No Failure
8422,L55601,Producto 6073,Bajo,"298,9","310,3",1496,"36,3",161,0,No Failure
8423,H37836,Producto 832,Alto,"298,9","310,3",1243,63,163,0,No Failure
8424,L55603,Producto 6074,Bajo,299,"310,4",1452,"46,2",168,0,No Failure
8425,L55604,Producto 6075,Bajo,"299,1","310,6",1380,"44,7",170,0,No Failure
8426,L55605,Producto 6076,Bajo,"299,2","310,6",1567,"38,4",172,0,No Failure
8427,L55606,Producto 6077,Bajo,"299,1","310,5",1628,"35,9",174,0,No Failure
8428,L55607,Producto 6078,Bajo,"299,1","310,4",1505,"46,1",176,0,No Failure
8429,M23288,Producto 9525,Medio,299,"310,3",1827,28,178,0,No Failure
8430,L55609,Producto 6079,Bajo,299,"310,3",1577,40,181,0,No Failure
8431,L55610,Producto 6080,Bajo,"298,9","310,2",1304,"57,2",183,0,No Failure
8432,H37845,Producto 833,Alto,"298,9","310,1",1324,"54,6",185,0,No Failure
8433,L55612,Producto 6081,Bajo,"298,8",310,1537,"39,9",190,0,No Failure
8434,M23293,Producto 9526,Medio,"298,8","310,1",1501,"48,7",192,0,No Failure
8435,M23294,Producto 9527,Medio,"298,7","309,9",1654,"29,1",195,0,No Failure
8436,M23295,Producto 9528,Medio,"298,7",310,1519,"38,1",198,0,No Failure
8437,L55616,Producto 6082,Bajo,"298,7","309,9",1371,"51,3",201,0,No Failure
8438,L55617,Producto 6083,Bajo,"298,7","309,8",1181,"65,9",203,1,Overstrain Failure
8439,L55618,Producto 6084,Bajo,"298,6","309,8",1469,"42,8",205,0,No Failure
8440,L55619,Producto 6085,Bajo,"298,6","309,8",1637,"34,6",207,0,No Failure
8441,L55620,Producto 6086,Bajo,"298,6","309,8",1370,56,0,0,No Failure
8442,L55621,Producto 6087,Bajo,"298,6","309,9",1630,"30,6",2,0,No Failure
8443,L55622,Producto 6088,Bajo,"298,6",310,1517,39,4,0,No Failure
8444,M23303,Producto 9529,Medio,"298,6","309,9",1668,"32,3",6,0,No Failure
8445,M23304,Producto 9530,Medio,"298,6","309,9",1818,"24,9",9,0,No Failure
8446,M23305,Producto 9531,Medio,"298,6",310,1541,"36,9",12,0,No Failure
8447,L55626,Producto 6089,Bajo,"298,5","309,9",1482,"42,1",15,0,No Failure
8448,L55627,Producto 6090,Bajo,"298,6","310,1",1439,"49,9",17,0,No Failure
8449,L55628,Producto 6091,Bajo,"298,5",310,1492,"41,2",19,0,No Failure
8450,L55629,Producto 6092,Bajo,"298,4","309,9",1725,"27,8",21,0,No Failure
8451,L55630,Producto 6093,Bajo,"298,4",310,1559,"44,2",23,0,No Failure
8452,L55631,Producto 6094,Bajo,"298,5",310,1435,"42,5",25,0,No Failure
8453,M23312,Producto 9532,Medio,"298,6",310,1512,"37,5",27,0,No Failure
8454,L55633,Producto 6095,Bajo,"298,6","309,9",1564,"37,1",30,0,No Failure
8455,L55634,Producto 6096,Bajo,"298,6",310,1522,"40,3",32,0,No Failure
8456,L55635,Producto 6097,Bajo,"298,6","309,9",1356,"59,5",34,0,No Failure
8457,L55636,Producto 6098,Bajo,"298,6","309,9",1556,"38,6",36,0,No Failure
8458,L55637,Producto 6099,Bajo,"298,6","309,9",1393,"45,5",38,0,No Failure
8459,L55638,Producto 6100,Bajo,"298,7","309,9",1753,"26,8",40,0,No Failure
8460,L55639,Producto 6101,Bajo,"298,7","309,9",1651,"29,5",42,0,No Failure
8461,L55640,Producto 6102,Bajo,"298,7","309,9",1372,"54,7",44,0,No Failure
8462,L55641,Producto 6103,Bajo,"298,7","309,9",1446,"43,3",46,0,No Failure
8463,M23322,Producto 9533,Medio,"298,7","309,8",1501,"44,7",48,0,No Failure
8464,M23323,Producto 9534,Medio,"298,7","309,9",1411,"45,1",51,0,No Failure
8465,H37878,Producto 834,Alto,"298,6","309,7",1672,"27,5",54,0,No Failure
8466,M23325,Producto 9535,Medio,"298,7","309,8",1475,"40,5",59,0,No Failure
8467,L55646,Producto 6104,Bajo,"298,7","309,8",1469,"38,4",62,0,No Failure
8468,L55647,Producto 6105,Bajo,"298,6","309,8",1704,"28,3",64,0,No Failure
8469,H37882,Producto 835,Alto,"298,6","309,7",1463,"39,1",66,0,No Failure
8470,M23329,Producto 9536,Medio,"298,6","309,7",1280,"64,1",71,0,No Failure
8471,L55650,Producto 6106,Bajo,"298,7","309,9",1464,38,74,0,No Failure
8472,L55651,Producto 6107,Bajo,"298,6","309,8",1332,"46,4",76,0,No Failure
8473,L55652,Producto 6108,Bajo,"298,5","309,7",1634,"37,8",78,0,No Failure
8474,M23333,Producto 9537,Medio,"298,6","309,8",1430,"43,1",80,0,No Failure
8475,M23334,Producto 9538,Medio,"298,5","309,7",1523,"44,6",83,0,No Failure
8476,M23335,Producto 9539,Medio,"298,5","309,7",1557,"37,7",86,0,No Failure
8477,L55656,Producto 6109,Bajo,"298,5","309,6",1585,"32,2",89,0,No Failure
8478,H37891,Producto 836,Alto,"298,5","309,6",1579,"33,5",91,0,No Failure
8479,M23338,Producto 9540,Medio,"298,5","309,7",1354,"60,8",96,0,No Failure
8480,L55659,Producto 6110,Bajo,"298,6","309,7",1627,"33,4",99,0,No Failure
8481,L55660,Producto 6111,Bajo,"298,4","309,6",1477,"35,6",101,0,No Failure
8482,M23341,Producto 9541,Medio,"298,3","309,4",1595,29,103,0,No Failure
8483,L55662,Producto 6112,Bajo,"298,4","309,5",1520,"38,1",106,0,No Failure
8484,L55663,Producto 6113,Bajo,"298,3","309,4",1618,"31,5",108,0,No Failure
8485,L55664,Producto 6114,Bajo,"298,4","309,5",1397,"50,3",110,0,No Failure
8486,L55665,Producto 6115,Bajo,"298,4","309,5",1450,"47,9",112,0,No Failure
8487,M23346,Producto 9542,Medio,"298,5","309,5",1501,"40,2",114,0,No Failure
8488,L55667,Producto 6116,Bajo,"298,4","309,4",1392,"50,1",117,0,No Failure
8489,L55668,Producto 6117,Bajo,"298,4","309,4",1385,"43,2",119,0,No Failure
8490,L55669,Producto 6118,Bajo,"298,4","309,4",1461,"46,3",121,0,No Failure
8491,M23350,Producto 9543,Medio,"298,5","309,6",1364,"58,7",123,0,No Failure
8492,L55671,Producto 6119,Bajo,"298,5","309,5",1579,"38,6",126,0,No Failure
8493,M23352,Producto 9544,Medio,"298,4","309,5",1514,"38,8",128,0,No Failure
8494,M23353,Producto 9545,Medio,"298,3","309,5",1560,"36,9",131,0,No Failure
8495,L55674,Producto 6120,Bajo,"298,3","309,5",1542,"36,7",134,0,No Failure
8496,L55675,Producto 6121,Bajo,"298,3","309,4",1668,"27,1",136,0,No Failure
8497,M23356,Producto 9546,Medio,"298,3","309,4",1816,"22,6",138,0,No Failure
8498,M23357,Producto 9547,Medio,"298,3","309,4",1509,"34,2",141,0,No Failure
8499,L55678,Producto 6122,Bajo,"298,4","309,6",1479,"37,8",144,0,No Failure
8500,L55679,Producto 6123,Bajo,"298,4","309,6",1655,"30,2",146,0,No Failure
8501,L55680,Producto 6124,Bajo,"298,3","309,5",1711,"30,3",148,0,No Failure
8502,L55681,Producto 6125,Bajo,"298,4","309,7",1581,"34,6",150,0,No Failure
8503,H37916,Producto 837,Alto,"298,6","309,8",1279,"55,9",152,0,No Failure
8504,L55683,Producto 6126,Bajo,"298,5","309,8",1468,"40,9",157,0,No Failure
8505,L55684,Producto 6127,Bajo,"298,4","309,7",1419,"41,3",159,0,No Failure
8506,L55685,Producto 6128,Bajo,"298,4","309,7",1530,"38,6",161,0,No Failure
8507,L55686,Producto 6129,Bajo,"298,4","309,6",1710,"27,3",163,1,No Failure
8508,L55687,Producto 6130,Bajo,"298,4","309,7",1518,"39,8",165,0,No Failure
8509,M23368,Producto 9548,Medio,"298,4","309,7",1679,"33,3",167,0,No Failure
8510,M23369,Producto 9549,Medio,"298,4","309,7",1870,"22,5",170,0,No Failure
8511,L55690,Producto 6131,Bajo,"298,3","309,7",1484,"44,3",173,0,No Failure
8512,L55691,Producto 6132,Bajo,"298,4","309,7",1457,"44,2",175,0,No Failure
8513,H37926,Producto 838,Alto,"298,3","309,6",1546,"36,2",177,0,No Failure
8514,M23373,Producto 9550,Medio,"298,2","309,5",1478,"36,5",182,0,No Failure
8515,L55694,Producto 6133,Bajo,"298,2","309,4",1447,"47,1",185,0,No Failure
8516,L55695,Producto 6134,Bajo,"298,2","309,4",1443,"45,4",187,0,No Failure
8517,L55696,Producto 6135,Bajo,"298,3","309,6",1527,"30,9",189,0,No Failure
8518,M23377,Producto 9551,Medio,"298,3","309,6",1469,"54,8",191,0,No Failure
8519,M23378,Producto 9552,Medio,"298,3","309,6",1681,"27,1",194,0,No Failure
8520,L55699,Producto 6136,Bajo,"298,3","309,6",1420,"44,1",197,0,No Failure
8521,M23380,Producto 9553,Medio,"298,3","309,5",1543,"49,9",199,0,No Failure
8522,L55701,Producto 6137,Bajo,"298,4","309,5",1376,"50,4",202,0,No Failure
8523,H37936,Producto 839,Alto,"298,3","309,4",1631,"29,8",0,0,No Failure
8524,H37937,Producto 840,Alto,"298,3","309,3",1529,"41,7",5,0,No Failure
8525,L55704,Producto 6138,Bajo,"298,3","309,4",1468,"46,2",10,0,No Failure
8526,L55705,Producto 6139,Bajo,"298,3","309,4",1378,"52,3",12,0,No Failure
8527,L55706,Producto 6140,Bajo,"298,3","309,3",1401,"51,9",14,0,No Failure
8528,L55707,Producto 6141,Bajo,"298,4","309,3",1531,"37,4",16,0,No Failure
8529,L55708,Producto 6142,Bajo,"298,4","309,3",1512,"35,8",18,0,No Failure
8530,M23389,Producto 9554,Medio,"298,5","309,4",1522,"47,4",20,0,No Failure
8531,M23390,Producto 9555,Medio,"298,5","309,3",1615,"31,8",23,0,No Failure
8532,L55711,Producto 6143,Bajo,"298,6","309,3",1449,"46,5",26,0,No Failure
8533,L55712,Producto 6144,Bajo,"298,6","309,4",1315,"55,5",28,0,No Failure
8534,M23393,Producto 9556,Medio,"298,6","309,4",1465,"41,1",30,0,No Failure
8535,M23394,Producto 9557,Medio,"298,6","309,5",1404,"43,3",33,0,No Failure
8536,L55715,Producto 6145,Bajo,"298,6","309,5",1547,"44,8",36,0,No Failure
8537,M23396,Producto 9558,Medio,"298,6","309,5",1426,"45,4",38,0,No Failure
8538,L55717,Producto 6146,Bajo,"298,6","309,5",1730,"30,2",41,0,No Failure
8539,L55718,Producto 6147,Bajo,"298,5","309,4",1548,"37,7",43,0,No Failure
8540,L55719,Producto 6148,Bajo,"298,5","309,4",1517,"40,2",45,0,No Failure
8541,L55720,Producto 6149,Bajo,"298,6","309,5",1687,"29,3",47,0,No Failure
8542,L55721,Producto 6150,Bajo,"298,5","309,5",1738,"25,2",49,0,No Failure
8543,H37956,Producto 841,Alto,"298,4","309,4",1512,"35,3",51,0,No Failure
8544,M23403,Producto 9559,Medio,"298,5","309,4",1365,"48,7",56,0,No Failure
8545,H37958,Producto 842,Alto,"298,5","309,4",2011,21,59,0,No Failure
8546,L55725,Producto 6151,Bajo,"298,4","309,3",1806,"27,6",64,0,No Failure
8547,L55726,Producto 6152,Bajo,"298,4","309,3",1716,"28,4",66,0,No Failure
8548,M23407,Producto 9560,Medio,"298,4","309,4",1666,"24,3",68,0,No Failure
8549,L55728,Producto 6153,Bajo,"298,5","309,4",1578,"36,3",71,0,No Failure
8550,L55729,Producto 6154,Bajo,"298,3","309,3",1558,"37,2",73,0,No Failure
8551,L55730,Producto 6155,Bajo,"298,3","309,2",1456,"45,5",75,0,No Failure
8552,M23411,Producto 9561,Medio,"298,2","309,1",1457,49,77,0,No Failure
8553,L55732,Producto 6156,Bajo,"298,2","309,1",1467,"44,5",80,0,No Failure
8554,M23413,Producto 9562,Medio,"298,1",309,1661,"38,2",82,0,No Failure
8555,L55734,Producto 6157,Bajo,"298,1",309,1592,"33,9",85,0,No Failure
8556,L55735,Producto 6158,Bajo,"298,2",309,1596,"37,2",87,0,No Failure
8557,L55736,Producto 6159,Bajo,"298,2",309,1489,"40,6",89,0,No Failure
8558,L55737,Producto 6160,Bajo,"298,3",309,1471,"48,3",91,0,No Failure
8559,M23418,Producto 9563,Medio,"298,3",309,1505,"41,3",93,0,No Failure
8560,L55739,Producto 6161,Bajo,"298,3",309,1519,40,96,0,No Failure
8561,L55740,Producto 6162,Bajo,"298,3",309,1408,"45,4",98,0,No Failure
8562,L55741,Producto 6163,Bajo,"298,2","308,9",1332,"44,4",100,0,No Failure
8563,L55742,Producto 6164,Bajo,"298,1","308,9",1351,"52,4",102,0,No Failure
8564,L55743,Producto 6165,Bajo,298,"308,9",1500,"36,7",104,0,No Failure
8565,M23424,Producto 9564,Medio,298,"308,7",1614,"30,7",106,0,No Failure
8566,L55745,Producto 6166,Bajo,298,"308,8",1489,"36,5",109,0,No Failure
8567,M23426,Producto 9565,Medio,"297,9","308,7",1751,"26,6",111,0,No Failure
8568,L55747,Producto 6167,Bajo,298,"308,7",1511,"45,8",114,0,No Failure
8569,L55748,Producto 6168,Bajo,"297,9","308,6",1691,"29,6",116,0,No Failure
8570,L55749,Producto 6169,Bajo,"297,9","308,6",1757,"27,5",118,0,No Failure
8571,H37984,Producto 843,Alto,"297,9","308,7",1545,"35,9",120,0,No Failure
8572,L55751,Producto 6170,Bajo,"297,9","308,6",2262,"15,7",125,0,No Failure
8573,M23432,Producto 9566,Medio,"297,7","308,5",1559,"35,2",127,0,No Failure
8574,L55753,Producto 6171,Bajo,"297,6","308,4",1626,"32,4",130,0,No Failure
8575,L55754,Producto 6172,Bajo,"297,6","308,3",1424,"53,9",132,0,No Failure
8576,M23435,Producto 9567,Medio,"297,6","308,3",1648,"29,1",134,0,No Failure
8577,L55756,Producto 6173,Bajo,"297,6","308,3",1523,"39,5",137,0,No Failure
8578,L55757,Producto 6174,Bajo,"297,6","308,3",1502,"43,2",139,0,No Failure
8579,L55758,Producto 6175,Bajo,"297,5","308,2",1489,"40,7",141,0,No Failure
8580,M23439,Producto 9568,Medio,"297,4","308,1",1620,"31,2",143,0,No Failure
8581,L55760,Producto 6176,Bajo,"297,5","308,1",1631,"30,6",146,0,No Failure
8582,M23441,Producto 9569,Medio,"297,5",308,1429,"45,8",148,0,No Failure
8583,M23442,Producto 9570,Medio,"297,5","308,1",1334,72,151,1,Power Failure
8584,L55763,Producto 6177,Bajo,"297,4",308,1423,38,154,0,No Failure
8585,L55764,Producto 6178,Bajo,"297,4","307,9",1390,"47,7",156,0,No Failure
8586,M23445,Producto 9571,Medio,"297,4","307,9",1338,"48,5",158,0,No Failure
8587,H38000,Producto 844,Alto,"297,3","307,9",1461,"37,5",161,0,No Failure
8588,M23447,Producto 9572,Medio,"297,4","307,9",1627,"34,3",166,0,No Failure
8589,L55768,Producto 6179,Bajo,"297,3","307,8",1385,"44,4",169,0,No Failure
8590,M23449,Producto 9573,Medio,"297,3","307,8",1538,48,171,0,No Failure
8591,L55770,Producto 6180,Bajo,"297,4","307,9",1557,"35,5",174,0,No Failure
8592,L55771,Producto 6181,Bajo,"297,4","307,9",1606,"33,4",176,0,No Failure
8593,M23452,Producto 9574,Medio,"297,5",308,1430,"44,5",178,0,No Failure
8594,M23453,Producto 9575,Medio,"297,4",308,1601,"34,6",181,0,No Failure
8595,L55774,Producto 6182,Bajo,"297,4",308,1356,"51,9",184,0,No Failure
8596,M23455,Producto 9576,Medio,"297,5","308,2",1624,"30,9",186,0,No Failure
8597,L55776,Producto 6183,Bajo,"297,5","308,2",1327,"56,5",189,0,No Failure
8598,L55777,Producto 6184,Bajo,"297,6","308,3",1410,47,191,0,No Failure
8599,L55778,Producto 6185,Bajo,"297,6","308,3",1478,"42,3",193,0,No Failure
8600,L55779,Producto 6186,Bajo,"297,6","308,4",1460,"40,3",195,0,No Failure
8601,L55780,Producto 6187,Bajo,"297,5","308,3",1435,"40,3",197,0,No Failure
8602,H38015,Producto 845,Alto,"297,4","308,2",1359,"46,9",199,0,No Failure
8603,L55782,Producto 6188,Bajo,"297,4","308,1",1729,"31,7",204,0,No Failure
8604,H38017,Producto 846,Alto,"297,3",308,1384,"49,1",206,0,No Failure
8605,L55784,Producto 6189,Bajo,"297,4","308,2",1297,"52,1",211,0,No Failure
8606,L55785,Producto 6190,Bajo,"297,5","308,4",1633,"33,3",213,0,No Failure
8607,M23466,Producto 9577,Medio,"297,5","308,4",1505,"37,2",215,0,No Failure
8608,L55787,Producto 6191,Bajo,"297,5","308,4",1433,50,218,0,No Failure
8609,L55788,Producto 6192,Bajo,"297,4","308,4",1369,"50,6",220,1,Overstrain Failure
8610,L55789,Producto 6193,Bajo,"297,4","308,3",1475,"40,5",222,1,Tool Wear Failure
8611,L55790,Producto 6194,Bajo,"297,4","308,3",1561,"38,3",0,0,No Failure
8612,L55791,Producto 6195,Bajo,"297,4","308,3",1472,"45,5",2,0,No Failure
8613,L55792,Producto 6196,Bajo,"297,5","308,4",1441,"44,5",4,0,No Failure
8614,M23473,Producto 9578,Medio,"297,5","308,5",1401,"50,5",6,0,No Failure
8615,L55794,Producto 6197,Bajo,"297,5","308,5",1691,"33,1",9,0,No Failure
8616,L55795,Producto 6198,Bajo,"297,6","308,6",1382,"47,1",11,0,No Failure
8617,L55796,Producto 6199,Bajo,"297,6","308,6",1355,"46,4",13,0,No Failure
8618,L55797,Producto 6200,Bajo,"297,6","308,6",1529,"45,3",15,0,No Failure
8619,L55798,Producto 6201,Bajo,"297,7","308,7",1829,"24,9",17,0,No Failure
8620,H38033,Producto 847,Alto,"297,6","308,6",1480,"39,8",19,0,No Failure
8621,L55800,Producto 6202,Bajo,"297,6","308,5",1475,"42,4",24,0,No Failure
8622,M23481,Producto 9579,Medio,"297,6","308,5",1431,"52,6",26,0,No Failure
8623,L55802,Producto 6203,Bajo,"297,5","308,3",1437,"42,3",29,0,No Failure
8624,M23483,Producto 9580,Medio,"297,5","308,3",1476,"45,6",31,0,No Failure
8625,H38038,Producto 848,Alto,"297,5","308,4",1490,"39,7",34,0,No Failure
8626,L55805,Producto 6204,Bajo,"297,4","308,3",1632,"33,5",39,0,No Failure
8627,L55806,Producto 6205,Bajo,"297,4","308,2",1402,"49,7",41,0,No Failure
8628,L55807,Producto 6206,Bajo,"297,4","308,3",1347,"45,8",43,0,No Failure
8629,L55808,Producto 6207,Bajo,"297,5","308,4",1747,31,45,0,No Failure
8630,H38043,Producto 849,Alto,"297,5","308,5",1557,"39,1",47,0,No Failure
8631,L55810,Producto 6208,Bajo,"297,4","308,4",1371,"57,4",52,0,No Failure
8632,H38045,Producto 850,Alto,"297,3","308,3",1506,37,54,0,No Failure
8633,L55812,Producto 6209,Bajo,"297,3","308,3",1590,"35,5",59,0,No Failure
8634,L55813,Producto 6210,Bajo,"297,4","308,3",1336,"53,7",61,0,No Failure
8635,L55814,Producto 6211,Bajo,"297,3","308,3",1411,"43,2",63,0,No Failure
8636,L55815,Producto 6212,Bajo,"297,4","308,3",1704,"27,3",65,0,No Failure
8637,L55816,Producto 6213,Bajo,"297,5","308,4",1723,"27,3",67,0,No Failure
8638,L55817,Producto 6214,Bajo,"297,5","308,5",1459,"39,7",69,0,No Failure
8639,L55818,Producto 6215,Bajo,"297,6","308,5",1572,"35,9",71,0,No Failure
8640,L55819,Producto 6216,Bajo,"297,5","308,4",1384,56,73,0,No Failure
8641,L55820,Producto 6217,Bajo,"297,6","308,6",1383,"47,5",75,0,No Failure
8642,M23501,Producto 9581,Medio,"297,6","308,5",1360,"48,6",77,0,No Failure
8643,M23502,Producto 9582,Medio,"297,5","308,4",1596,"36,6",80,0,No Failure
8644,L55823,Producto 6218,Bajo,"297,5","308,5",1448,"54,3",83,0,No Failure
8645,M23504,Producto 9583,Medio,"297,6","308,5",1443,"38,2",85,0,No Failure
8646,M23505,Producto 9584,Medio,"297,6","308,6",1492,"35,5",88,0,No Failure
8647,L55826,Producto 6219,Bajo,"297,5","308,6",1497,"43,9",91,0,No Failure
8648,L55827,Producto 6220,Bajo,"297,5","308,5",1530,"38,5",93,0,No Failure
8649,M23508,Producto 9585,Medio,"297,4","308,4",1478,"46,2",95,0,No Failure
8650,L55829,Producto 6221,Bajo,"297,4","308,4",1328,"61,8",98,0,No Failure
8651,H38064,Producto 851,Alto,"297,4","308,3",1771,"27,4",100,0,No Failure
8652,M23511,Producto 9586,Medio,"297,4","308,4",1564,35,105,0,No Failure
8653,H38066,Producto 852,Alto,"297,3","308,3",1461,"41,5",108,0,No Failure
8654,M23513,Producto 9587,Medio,"297,4","308,3",1335,"57,9",113,0,No Failure
8655,M23514,Producto 9588,Medio,"297,4","308,4",1441,"46,8",116,0,No Failure
8656,L55835,Producto 6222,Bajo,"297,3","308,3",1268,"60,6",119,0,No Failure
8657,M23516,Producto 9589,Medio,"297,3","308,3",1697,"27,4",121,0,No Failure
8658,L55837,Producto 6223,Bajo,"297,4","308,4",1421,46,124,0,No Failure
8659,L55838,Producto 6224,Bajo,"297,4","308,5",1496,"36,4",126,0,No Failure
8660,L55839,Producto 6225,Bajo,"297,5","308,5",1375,"55,6",128,0,No Failure
8661,L55840,Producto 6226,Bajo,"297,4","308,5",1295,"52,1",130,0,No Failure
8662,L55841,Producto 6227,Bajo,"297,4","308,5",1643,"33,8",132,0,No Failure
8663,L55842,Producto 6228,Bajo,"297,5","308,6",1514,"36,9",134,0,No Failure
8664,L55843,Producto 6229,Bajo,"297,5","308,6",1671,"29,4",136,0,No Failure
8665,H38078,Producto 853,Alto,"297,5","308,6",1355,"58,9",138,0,No Failure
8666,L55845,Producto 6230,Bajo,"297,6","308,7",1365,"50,6",143,0,No Failure
8667,L55846,Producto 6231,Bajo,"297,5","308,7",1407,"42,5",145,0,No Failure
8668,M23527,Producto 9590,Medio,"297,5","308,8",1455,"46,1",147,0,No Failure
8669,L55848,Producto 6232,Bajo,"297,5","308,8",1502,"45,9",150,0,No Failure
8670,M23529,Producto 9591,Medio,"297,5","308,8",1471,"52,3",152,0,No Failure
8671,L55850,Producto 6233,Bajo,"297,5","308,9",1581,"30,4",155,0,No Failure
8672,L55851,Producto 6234,Bajo,"297,5","308,8",1530,"37,8",157,0,No Failure
8673,L55852,Producto 6235,Bajo,"297,5","308,8",1312,"50,3",159,0,No Failure
8674,L55853,Producto 6236,Bajo,"297,4","308,6",1494,"42,6",161,0,No Failure
8675,M23534,Producto 9592,Medio,"297,4","308,6",1528,"29,1",163,0,No Failure
8676,H38089,Producto 854,Alto,"297,3","308,6",1688,"29,4",166,0,No Failure
8677,M23536,Producto 9593,Medio,"297,3","308,5",1520,"42,4",171,0,No Failure
8678,M23537,Producto 9594,Medio,"297,3","308,5",1664,"28,9",174,0,No Failure
8679,L55858,Producto 6237,Bajo,"297,3","308,5",1514,"44,5",177,0,No Failure
8680,L55859,Producto 6238,Bajo,"297,3","308,5",1456,"54,2",179,0,No Failure
8681,L55860,Producto 6239,Bajo,"297,2","308,5",1494,"39,6",181,0,No Failure
8682,L55861,Producto 6240,Bajo,"297,2","308,4",1605,30,183,0,No Failure
8683,M23542,Producto 9595,Medio,"297,2","308,5",1353,"46,5",185,0,No Failure
8684,L55863,Producto 6241,Bajo,"297,2","308,5",1447,"47,9",188,0,No Failure
8685,L55864,Producto 6242,Bajo,"297,2","308,5",1588,"40,4",190,0,No Failure
8686,H38099,Producto 855,Alto,"297,2","308,5",1524,"41,4",192,0,No Failure
8687,M23546,Producto 9596,Medio,"297,2","308,5",1611,"31,6",197,0,No Failure
8688,M23547,Producto 9597,Medio,"297,2","308,5",1604,"34,9",200,0,No Failure
8689,L55868,Producto 6243,Bajo,"297,1","308,5",1483,"46,9",203,0,No Failure
8690,L55869,Producto 6244,Bajo,"297,1","308,4",1543,"39,6",205,0,No Failure
8691,L55870,Producto 6245,Bajo,"297,1","308,5",1323,"44,4",207,1,Tool Wear Failure
